"SourceFile","SourceLine","ProviderVariable","BindNameExpression","Provider","PhaseExpression","CallbackKind","CallbackExpression","OwnerModuleExpression","UsesDefaultSourceLocation"
"Binds/Bind_UPoseableMeshComponent.cpp","22","Bind_UPoseableMeshComponent","TEXT(""UPoseableMeshComponent"")","UPoseableMeshComponent","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UPrimitiveComponent.cpp","37","Bind_UPrimitiveComponent","TEXT(""UPrimitiveComponent"")","UPrimitiveComponent","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UProjectileMovementComponent.cpp","24","Bind_UProjectileMovementComponent","TEXT(""UProjectileMovementComponent"")","UProjectileMovementComponent","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_USceneComponent.cpp","41","Bind_USceneComponent","TEXT(""USceneComponent.Functions"")","USceneComponent.Functions","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_USkeletalMeshComponent.cpp","18","Bind_USkeletalMeshComponent","TEXT(""USkeletalMeshComponent"")","USkeletalMeshComponent","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_USkinnedMeshComponent.cpp","16","Bind_USkinnedMeshComponent","TEXT(""USkinnedMeshComponent"")","USkinnedMeshComponent","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UStruct.cpp","241","Bind_UStruct_TypeDeclarations","TEXT(""UStruct.TypeDeclarations"")","UStruct.TypeDeclarations","EAngelscriptBindPhase::TypeDeclarations","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UStruct.cpp","262","Bind_UStruct_TypeInfrastructure","TEXT(""UStruct.TypeInfrastructure"")","UStruct.TypeInfrastructure","EAngelscriptBindPhase::TypeInfrastructure","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UStruct.cpp","276","Bind_UStruct_ReflectionBindings","TEXT(""UStruct.ReflectionBindings"")","UStruct.ReflectionBindings","EAngelscriptBindPhase::ReflectionBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UStruct.cpp","493","Bind_UStruct_TypeDeclarations","TEXT(""UStruct.TypeDeclarations"")","UStruct.TypeDeclarations","EAngelscriptBindPhase::TypeDeclarations","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UStruct.cpp","511","Bind_UStruct_TypeInfrastructure","TEXT(""UStruct.TypeInfrastructure"")","UStruct.TypeInfrastructure","EAngelscriptBindPhase::TypeInfrastructure","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UStruct.cpp","525","Bind_UStruct_ReflectionBindings","TEXT(""UStruct.ReflectionBindings"")","UStruct.ReflectionBindings","EAngelscriptBindPhase::ReflectionBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UUserWidget.cpp","90","Bind_UUserWidget","TEXT(""UUserWidget.Manual"")","UUserWidget.Manual","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UWorld.cpp","122","Bind_WorldType","TEXT(""UWorld.WorldType"")","UWorld.WorldType","EAngelscriptBindPhase::TypeDeclarations","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UWorld.cpp","138","Bind_NetMode","TEXT(""UWorld.NetMode"")","UWorld.NetMode","EAngelscriptBindPhase::TypeDeclarations","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_UWorld.cpp","151","Bind_World","TEXT(""UWorld.Functions"")","UWorld.Functions","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_WorldCollision.cpp","555","Bind_WorldCollision_TypeDeclarations","TEXT(""WorldCollision.TypeDeclarations"")","WorldCollision.TypeDeclarations","EAngelscriptBindPhase::TypeDeclarations","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_WorldCollision.cpp","566","Bind_WorldCollision_TypeInfrastructure","TEXT(""WorldCollision.TypeInfrastructure"")","WorldCollision.TypeInfrastructure","EAngelscriptBindPhase::TypeInfrastructure","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Binds/Bind_WorldCollision.cpp","576","Bind_WorldCollision_ManualBindings","TEXT(""WorldCollision.ExplicitBindings"")","WorldCollision.ExplicitBindings","EAngelscriptBindPhase::ExplicitBindings","InlineLambda","<inline-lambda>","UE_MODULE_NAME","True"
"Core/AngelscriptBinds.cpp","565","Bind_DirectBindArchitectureProbe","TEXT(""DirectBindArchitectureProbe"")","DirectBindArchitectureProbe","EAngelscriptBindPhase::Finalization","FunctionPointer","&ExecuteDirectBindArchitectureProbe","UE_MODULE_NAME","True"
"Core/AngelscriptSkipBinds.cpp","31","Bind_Skip","TEXT(""SkipBinds.Defaults"")","SkipBinds.Defaults","EAngelscriptBindPhase::ExplicitBindings","FunctionPointer","&BindDefaultSkipConfiguration","UE_MODULE_NAME","True"
"Testing/AngelscriptTest.cpp","388","Bind_AngelscriptTest","TEXT(""AngelscriptTest.ExplicitBindings"")","AngelscriptTest.ExplicitBindings","EAngelscriptBindPhase::ExplicitBindings","FunctionPointer","&BindAngelscriptTest","UE_MODULE_NAME","True"
"Testing/AngelscriptTestSuite.cpp","175","Bind_AngelscriptScriptTestSuite","TEXT(""AngelscriptScriptTestSuite.ExplicitBindings"")","AngelscriptScriptTestSuite.ExplicitBindings","EAngelscriptBindPhase::ExplicitBindings","FunctionPointer","&BindAngelscriptScriptTestSuite","UE_MODULE_NAME","True"
